initial position index,timestep,posD,thetaD,dposD,dthetaD,FD
28,88,-0.00024888,0.000620923,0.000599638,-0.001219788,-0.007091475
28,89,-0.00022587,0.000574018,0.000544712,-0.001130087,-0.006544821
28,90,-0.000204966,0.000530567,0.000494773,-0.001046751,-0.006039493
28,91,-0.000185978,0.000490324,0.000449371,-0.000969353,-0.005572445
28,92,-0.000168731,0.00045306,0.000408098,-0.000897491,-0.005140848
28,93,-0.000153067,0.000418562,0.000370582,-0.000830786,-0.004742074
28,94,-0.000138842,0.000386632,0.000336483,-0.000768887,-0.004373686
28,95,-0.000125925,0.000357083,0.000305492,-0.000711462,-0.004033419
28,96,-0.000114197,0.000329743,0.000277329,-0.000658201,-0.003719175
28,97,-0.000103549,0.000304453,0.000251737,-0.000608814,-0.003429006
28,98,-9.39E-05,0.000281062,0.000228485,-0.000563032,-0.003161107
28,99,-8.51E-05,0.000259432,0.000207359,-0.0005206,-0.002913802
28,100,-7.71E-05,0.000239433,0.000188167,-0.000481283,-0.002685542
29,0,-0.354271357,0,0,0,-2.000000008
29,1,-0.35747554,-0.001603138,-0.16041801,-0.080313619,-2.000000008
29,2,-0.367138279,-0.006450235,-0.323346887,-0.162513566,-2.000000012
29,3,-0.383410144,-0.014654613,-0.49129086,-0.248494869,-2.000000001
29,4,-0.406229043,-0.026249328,-0.651091515,-0.33233585,-1.804867235
29,5,-0.429546282,-0.038299713,-0.516380765,-0.271387304,1.999999995
29,6,-0.44765606,-0.048047276,-0.390426885,-0.216973263,2.000000014
29,7,-0.460874478,-0.055727552,-0.271540196,-0.167818364,2.000000006
29,8,-0.469452369,-0.061527051,-0.158147182,-0.122745342,2.000000008
29,9,-0.473579835,-0.065586959,-0.048782114,-0.080662713,2.000000007
29,10,-0.473390179,-0.068006221,0.057933295,-0.040546452,2.000000006
29,11,-0.468962884,-0.068843817,0.163316369,-0.001418784,2.000000003
29,12,-0.460325473,-0.068120171,0.26865283,0.037674298,2.000000013
29,13,-0.447454167,-0.065817638,0.375227279,0.077685963,1.999999994
29,14,-0.430273315,-0.06188008,0.484353729,0.119591488,1.999999986
29,15,-0.40865362,-0.056211531,0.597405085,0.164410792,1.999999973
29,16,-0.382409242,-0.048673975,0.71583992,0.213229781,1.99999995
29,17,-0.351293916,-0.039084322,0.84122343,0.267218959,1.999999906
29,18,-0.314996453,-0.027210741,0.975236952,0.327646336,1.999999803
29,19,-0.273136228,-0.01276867,1.119666341,0.395879394,1.999999445
29,20,-0.230043005,0.002189818,1.036889935,0.353482191,-0.985827144
29,21,-0.191665019,0.014806399,0.883650627,0.27858233,-1.999997962
29,22,-0.159233875,0.024564237,0.739204328,0.210280482,-1.999999423
29,23,-0.132438755,0.031695964,0.60151319,0.14702249,-1.999998107
29,24,-0.111049301,0.036373316,0.468595331,0.087317944,-1.999997139
29,25,-0.094913196,0.038709588,0.338529087,0.029732737,-1.999997899
29,26,-0.08395403,0.038761544,0.209436884,-0.027129219,-1.999992434
29,27,-0.078077894,0.036576548,0.084073032,-0.082341164,-1.942282013
29,28,-0.072894254,0.034332564,0.174826428,-0.030072226,0.791673297
29,29,-0.066376382,0.033025276,0.150895719,-0.035420733,-0.63005589
29,30,-0.060517314,0.031647858,0.141877778,-0.033585224,-0.429823436
29,31,-0.055105066,0.030295488,0.128557705,-0.034166017,-0.470406053
29,32,-0.050185482,0.028934617,0.117243514,-0.034011112,-0.431955324
29,33,-0.045702446,0.027582616,0.106731419,-0.033721651,-0.408606151
29,34,-0.041622093,0.026245801,0.097111358,-0.033250321,-0.384250016
29,35,-0.037907478,0.024932148,0.088447562,-0.032561246,-0.35927951
29,36,-0.034523791,0.02364875,0.080568884,-0.03173465,-0.336717945
29,37,-0.031441295,0.0224004,0.073392597,-0.030805431,-0.315514442
29,38,-0.028628737,0.021192924,0.067077292,-0.029686902,-0.29269729
29,39,-0.026069503,0.02002515,0.06073153,-0.028816474,-0.281442996
29,40,-0.023745819,0.018896798,0.055304997,-0.027711951,-0.258679684
29,41,-0.021628661,0.017813523,0.050411084,-0.026558172,-0.241173937
29,42,-0.01969905,0.016776313,0.045933709,-0.025404189,-0.225568798
29,43,-0.017940684,0.015785177,0.041854781,-0.02425,-0.210641601
29,44,-0.016338384,0.014839924,0.03813646,-0.023105488,-0.196638739
29,45,-0.014878403,0.013940008,0.034744718,-0.021978709,-0.183508844
29,46,-0.013548795,0.013084339,0.031623654,-0.020888806,-0.171517683
29,47,-0.012337904,0.012272028,0.028814495,-0.01980659,-0.15943945
29,48,-0.01123452,0.011502302,0.026253846,-0.018755307,-0.148575947
29,49,-0.010229139,0.010773874,0.023919782,-0.017737686,-0.138397861
29,50,-0.009313116,0.010085347,0.02179116,-0.01675633,-0.128882239
29,51,-0.008478564,0.00943526,0.019851298,-0.015811894,-0.119959249
29,52,-0.007718277,0.008822113,0.0180827,-0.014905727,-0.111624582
29,53,-0.007025691,0.008244375,0.01647092,-0.014037955,-0.103825217
29,54,-0.006394819,0.007700504,0.015001375,-0.013209071,-0.096547828
29,55,-0.005820197,0.007188962,0.013662701,-0.012418266,-0.08973704
29,56,-0.005296837,0.006708229,0.012442298,-0.011665642,-0.083393345
29,57,-0.004820203,0.006256799,0.011330267,-0.010950255,-0.077468129
29,58,-0.004386148,0.0058332,0.010316937,-0.010271335,-0.071943927
29,59,-0.003990896,0.005435996,0.009393616,-0.009627908,-0.066794268
29,60,-0.003631,0.005063792,0.008552419,-0.009018875,-0.061995162
29,61,-0.00330332,0.004715236,0.007785887,-0.008443195,-0.057527854
29,62,-0.003004998,0.00438902,0.007087474,-0.00789963,-0.053367861
29,63,-0.002733413,0.004083895,0.00645179,-0.007386615,-0.049488166
29,64,-0.002486184,0.003798656,0.005872285,-0.006903406,-0.045891314
29,65,-0.002261148,0.003532143,0.005344572,-0.006448409,-0.04253859
29,66,-0.002056325,0.003283256,0.004863935,-0.006020418,-0.039423082
29,67,-0.001869913,0.003050941,0.004426214,-0.005618157,-0.036527249
29,68,-0.001700269,0.002834197,0.004027603,-0.005240378,-0.033836601
29,69,-0.001545894,0.00263207,0.00366463,-0.004885857,-0.03133737
29,70,-0.001405425,0.002443655,0.00333413,-0.004553396,-0.029016608
29,71,-0.001277618,0.002268096,0.003033218,-0.004241833,-0.026862187
29,72,-0.00116134,0.002104579,0.002759263,-0.003950043,-0.024862734
29,73,-0.001055558,0.001952339,0.002509866,-0.003676937,-0.0230076
29,74,-0.000959332,0.00181065,0.002282861,-0.003421458,-0.021286585
29,75,-0.000871806,0.001678827,0.002076188,-0.003182633,-0.019691414
29,76,-0.000792198,0.001556227,0.001888113,-0.002959458,-0.018211504
29,77,-0.000719802,0.001442239,0.001716731,-0.002751136,-0.016842886
29,78,-0.000653964,0.001336296,0.001561288,-0.002556411,-0.015565338
29,79,-0.000594092,0.001237863,0.001419435,-0.002374932,-0.014393434
29,80,-0.000539654,0.001146431,0.001290454,-0.002205634,-0.013301654
29,81,-0.000490161,0.001061529,0.00117309,-0.002047818,-0.012291906
29,82,-0.000445166,0.000982712,0.001066314,-0.001900763,-0.011356871
29,83,-0.000404264,0.000909565,0.000969179,-0.001763788,-0.010491315
29,84,-0.000367087,0.000841698,0.000880819,-0.001636252,-0.009690251
29,85,-0.000333296,0.000778746,0.000800449,-0.00151755,-0.008949009
29,86,-0.000302587,0.000720367,0.00072735,-0.001407108,-0.008263253
29,87,-0.000274681,0.000666244,0.000660871,-0.001304389,-0.007628947
29,88,-0.000249324,0.000616077,0.000600416,-0.001208883,-0.007042337
29,89,-0.000226285,0.000569588,0.000545444,-0.001120114,-0.006499931
29,90,-0.000205354,0.000526518,0.00049546,-0.001037632,-0.005998487
29,91,-0.000186339,0.000486624,0.000450017,-0.000961014,-0.005534989
29,92,-0.000169068,0.000449679,0.000408705,-0.000889866,-0.005106635
29,93,-0.000153381,0.000415472,0.00037115,-0.000823815,-0.004710826
29,94,-0.000139135,0.000383808,0.000337016,-0.000762513,-0.004345146
29,95,-0.000126198,0.000354503,0.000305991,-0.000705635,-0.004007355
29,96,-0.000114451,0.000327386,0.000277796,-0.000652874,-0.003695373
29,97,-0.000103786,0.000302299,0.000252174,-0.000603945,-0.00340727
29,98,-9.41E-05,0.000279094,0.000228893,-0.00055858,-0.003141259
29,99,-8.53E-05,0.000257634,0.00020774,-0.000516531,-0.00289568
29,100,-7.73E-05,0.000237791,0.000188523,-0.000477564,-0.002668995
30,0,-0.349246231,0,0,0,-2.000000016
30,1,-0.352450414,-0.001603138,-0.16041801,-0.080313619,-2.000000016
30,2,-0.362113153,-0.006450235,-0.323346886,-0.162513566,-1.999999998
30,3,-0.378385018,-0.014654613,-0.491290856,-0.248494867,-1.999999967
30,4,-0.401139826,-0.026217267,-0.647884228,-0.33073047,-1.764821442
30,5,-0.424328032,-0.038202854,-0.513127972,-0.269746423,1.999999994
30,6,-0.442305929,-0.047883425,-0.387076715,-0.215257881,2.000000014
30,7,-0.45538748,-0.055492914,-0.268037476,-0.165987232,2.000000005
30,8,-0.46382123,-0.061216121,-0.154432528,-0.120754197,2.000000006
30,9,-0.467794802,-0.065192387,-0.044790674,-0.078463297,2.000000005
30,10,-0.467438769,-0.067518626,0.062273387,-0.038085353,2.000000014
30,11,-0.46282957,-0.06825156,0.168085769,0.001363886,2
30,12,-0.453991294,-0.06740906,0.27394299,0.040846393,1.999999995
30,13,-0.440896251,-0.064970582,0.381142633,0.08132494,1.999999992
30,14,-0.423464314,-0.060876669,0.491013991,0.123786179,2.000000007
30,15,-0.401561055,-0.055027542,0.60494751,0.169263219,1.999999969
30,16,-0.374994759,-0.047280812,0.724421217,0.21885688,1.999999943
30,17,-0.343512487,-0.037448391,0.851020747,0.273753889,1.999999974
30,18,-0.306795563,-0.025292788,0.986446915,0.335238828,1.999999774
30,19,-0.264455177,-0.010523142,1.13250051,0.404694247,1.999999356
30,20,-0.221900022,0.004271156,0.997133281,0.336442988,-1.664676676
30,21,-0.185083341,0.01622796,0.845263277,0.262571913,-1.999997404
30,22,-0.154168223,0.025359898,0.701710392,0.194935303,-1.999998033
30,23,-0.128862992,0.031885097,0.564432237,0.131981038,-1.999997682
30,24,-0.108956574,0.035960848,0.431443068,0.072218739,-1.999998693
30,25,-0.094316167,0.037685912,0.30081312,0.014209618,-1.999997128
30,26,-0.084885312,0.03710222,0.17065058,-0.043452919,-1.999968155
30,27,-0.079165025,0.034954624,0.115079177,-0.064139728,-1.05005088
30,28,-0.073391861,0.033107946,0.173343328,-0.028372188,0.397710319
30,29,-0.066854513,0.031903338,0.153366243,-0.031976608,-0.568955871
30,30,-0.060931842,0.030641846,0.142602372,-0.031221727,-0.441308419
30,31,-0.055487253,0.029381866,0.129462208,-0.031900965,-0.458749878
30,32,-0.050534603,0.028106569,0.118003453,-0.031989082,-0.425240762
30,33,-0.046022425,0.026831675,0.107438702,-0.031880773,-0.401535594
30,34,-0.041915276,0.025564894,0.097752985,-0.031582652,-0.378062669
30,35,-0.038176126,0.024314795,0.089040955,-0.031044978,-0.353527721
30,36,-0.034769882,0.023089113,0.081110869,-0.03035947,-0.331599359
30,37,-0.031666751,0.021893121,0.073889165,-0.029557551,-0.310859408
30,38,-0.028835102,0.020733248,0.067541512,-0.028549989,-0.288367745
30,39,-0.026258823,0.019608443,0.061125201,-0.027800733,-0.278034866
30,40,-0.023919619,0.018519023,0.055692391,-0.026777239,-0.254867451
30,41,-0.021787817,0.017471276,0.050760518,-0.025713017,-0.23812295
30,42,-0.019844887,0.016466243,0.046254392,-0.024637351,-0.222733813
30,43,-0.018074312,0.015504294,0.042148409,-0.023554615,-0.208085724
30,44,-0.016460829,0.014585509,0.038405415,-0.02247491,-0.194325468
30,45,-0.01499061,0.01370959,0.034990857,-0.021407063,-0.181419374
30,46,-0.013651635,0.012875672,0.031848666,-0.020370762,-0.169631028
30,47,-0.012432149,0.012083087,0.029021812,-0.019336367,-0.157712941
30,48,-0.011320871,0.011331255,0.026443599,-0.018329151,-0.147032013
30,49,-0.01030826,0.010619043,0.024093661,-0.01735141,-0.136999823
30,50,-0.009385611,0.009945215,0.021950511,-0.016406231,-0.127618762
30,51,-0.008544985,0.009308449,0.019997321,-0.015494623,-0.118817995
30,52,-0.007779133,0.008707373,0.018216523,-0.014618233,-0.110593599
30,53,-0.007081446,0.008140573,0.016593559,-0.013777473,-0.102894233
30,54,-0.006445901,0.007606612,0.015113768,-0.01297309,-0.095707238
30,55,-0.005866994,0.007104048,0.013765699,-0.012204508,-0.088978337
30,56,-0.005339708,0.006631446,0.01253669,-0.011472037,-0.082708597
30,57,-0.004859475,0.00618738,0.011416768,-0.010774926,-0.076850344
30,58,-0.004422122,0.005770449,0.010396206,-0.010112576,-0.071386669
30,59,-0.004023848,0.005379283,0.009466256,-0.009484173,-0.066291733
30,60,-0.003661182,0.005012545,0.008618983,-0.008888761,-0.06154209
30,61,-0.003330964,0.004668937,0.00784688,-0.008325427,-0.057119478
30,62,-0.003030316,0.0043472,0.007143361,-0.007793052,-0.05299986
30,63,-0.002756599,0.004046127,0.006502995,-0.007290179,-0.049156681
30,64,-0.002507417,0.003764554,0.005919199,-0.006816159,-0.045592743
30,65,-0.002280592,0.003501359,0.005387553,-0.006369489,-0.042269777
30,66,-0.002074131,0.003255472,0.004903311,-0.005949041,-0.039181122
30,67,-0.001886217,0.00302587,0.004462286,-0.005553613,-0.036309527
30,68,-0.001715196,0.002811579,0.004060647,-0.005182022,-0.03364075
30,69,-0.001559561,0.002611669,0.003694898,-0.004833105,-0.031161248
30,70,-0.001417938,0.002425259,0.003361855,-0.004505719,-0.028858281
30,71,-0.001289073,0.002251511,0.003058612,-0.00419875,-0.026719904
30,72,-0.001171826,0.002089632,0.00278252,-0.003911118,-0.024734915
30,73,-0.001065157,0.001938871,0.002531166,-0.003641776,-0.022892816
30,74,-0.000968118,0.001798517,0.002302367,-0.003389703,-0.021183547
30,75,-0.000879848,0.001667901,0.00209405,-0.003153961,-0.019598954
30,76,-0.000799559,0.001546389,0.00190447,-0.002933573,-0.018128571
30,77,-0.000726539,0.001433384,0.001731708,-0.002727774,-0.01676853
30,78,-0.000660129,0.001328329,0.001575001,-0.002535329,-0.015498701
30,79,-0.000599733,0.001230696,0.00143199,-0.002355912,-0.014333741
30,80,-0.000544817,0.001139986,0.001301949,-0.002188479,-0.013248207
30,81,-0.000494885,0.001055735,0.001183613,-0.002032348,-0.012244076
30,82,-0.000449488,0.000977506,0.001075947,-0.001886816,-0.011314089
30,83,-0.000408219,0.000904888,0.000977997,-0.001751217,-0.01045307
30,84,-0.000370705,0.000837498,0.000888891,-0.001624925,-0.00965608
30,85,-0.000336606,0.000774975,0.000807837,-0.001507345,-0.008918496
30,86,-0.000305615,0.000716984,0.000734112,-0.001397918,-0.008236024
30,87,-0.000277451,0.000663209,0.000667059,-0.001296114,-0.007604664
30,88,-0.000251857,0.000613356,0.000606079,-0.001201435,-0.007020695
30,89,-0.000228602,0.00056715,0.000550626,-0.001113412,-0.006480659
30,90,-0.000207473,0.000524334,0.000500203,-0.001031603,-0.005981337
30,91,-0.000188278,0.000484668,0.000454357,-0.000955593,-0.005519739
30,92,-0.000170841,0.000447929,0.000412675,-0.000884992,-0.005093087
30,93,-0.000155003,0.000413907,0.000374783,-0.000819435,-0.0046988
30,94,-0.000140618,0.000382409,0.000340339,-0.000758578,-0.004334482
30,95,-0.000127554,0.000353252,0.000309032,-0.000702101,-0.003997908
30,96,-0.000115691,0.000326269,0.000280577,-0.000649701,-0.003687013
30,97,-0.00010492,0.000301302,0.000254719,-0.000601098,-0.003399881
30,98,-9.51E-05,0.000278205,0.00023122,-0.000556027,-0.003134735
30,99,-8.63E-05,0.000256842,0.000209869,-0.000514242,-0.002889928
30,100,-7.82E-05,0.000237086,0.00019047,-0.000475512,-0.002663931
31,0,-0.344221106,0,0,0,-2.000000008
31,1,-0.347425288,-0.001603138,-0.160418009,-0.080313619,-2.000000008
31,2,-0.357088027,-0.006450235,-0.323346885,-0.162513566,-1.999999998
31,3,-0.373359893,-0.014654613,-0.491290855,-0.248494867,-1.999999965
31,4,-0.396049984,-0.026184893,-0.644645635,-0.329109418,-1.724384925
31,5,-0.419107896,-0.038105049,-0.509843383,-0.268089502,1.999999993
31,6,-0.436952622,-0.047717973,-0.383693727,-0.213525696,2.000000002
31,7,-0.449895963,-0.05525598,-0.264500349,-0.164138118,2.000000005
31,8,-0.458184154,-0.060902145,-0.15068127,-0.118743441,2.000000005
31,9,-0.462002313,-0.064793943,-0.04075976,-0.07624215,2.000000004
31,10,-0.461478254,-0.06702624,0.066656568,-0.035599855,2.000000013
31,11,-0.456685341,-0.067653472,0.172902716,0.00417424,2.000000012
31,12,-0.447644194,-0.066690934,0.279286092,0.044050147,1.999999994
31,13,-0.43432317,-0.064115152,0.387117372,0.085000329,2.000000008
31,14,-0.416637625,-0.059863318,0.497741223,0.128022894,2.000000003
31,15,-0.394447953,-0.053831805,0.612565688,0.174164212,1.999999954
31,16,-0.367556514,-0.045873812,0.733088206,0.224540036,1.999999914
31,17,-0.335703652,-0.035796216,0.860914618,0.280353235,1.999999824
31,18,-0.298563181,-0.023355836,0.997764665,0.342904719,1.999999516
31,19,-0.256160728,-0.008466907,1.124289823,0.402997597,1.736096863
31,20,-0.214440265,0.006014203,0.963576347,0.322453802,-1.999998259
31,21,-0.178941443,0.017429791,0.812861894,0.249449973,-1.999998737
31,22,-0.149305819,0.026049197,0.670071225,0.182380917,-1.99999862
31,23,-0.125257485,0.032078626,0.533160539,0.119697565,-1.999998102
31,24,-0.106601181,0.035663536,0.400142634,0.059910625,-1.999998818
31,25,-0.093220035,0.036890821,0.269082582,0.001578404,-1.999992037
31,26,-0.085073866,0.035790323,0.138076446,-0.056714325,-1.999963412
31,27,-0.079810872,0.033529254,0.124777878,-0.056560834,-0.506144319
31,28,-0.073853437,0.03187871,0.17288215,-0.026126043,0.283096506
31,29,-0.067295933,0.030778538,0.154848968,-0.028990662,-0.533036198
31,30,-0.061328136,0.02962513,0.143390011,-0.028792961,-0.439541145
31,31,-0.055851564,0.028458672,0.130285928,-0.029644463,-0.448796466
31,32,-0.050868095,0.027269061,0.118731873,-0.029952865,-0.417813582
31,33,-0.046328142,0.026071751,0.108109121,-0.03003019,-0.394440432
31,34,-0.042195577,0.024875404,0.098362547,-0.029904605,-0.371728083
31,35,-0.038433082,0.023689289,0.089606982,-0.029517624,-0.347634223
31,36,-0.035005341,0.022521752,0.081627289,-0.028973864,-0.326379778
31,37,-0.031882578,0.021378516,0.074361268,-0.028300172,-0.306116328
31,38,-0.029032673,0.020266669,0.067988448,-0.027401385,-0.283878147
31,39,-0.026440141,0.019185223,0.061496593,-0.026777112,-0.27462323
31,40,-0.02408619,0.018135086,0.056063488,-0.025832902,-0.25091794
31,41,-0.021940383,0.017123234,0.051094366,-0.024859055,-0.235004271
31,42,-0.019984729,0.016150723,0.046561001,-0.023862054,-0.219824627
31,43,-0.018202482,0.01521829,0.042429228,-0.022851176,-0.205462087
31,44,-0.016578307,0.014326286,0.038662713,-0.021836676,-0.191949025
31,45,-0.015098296,0.013474661,0.035226296,-0.020828196,-0.179272172
31,46,-0.013750363,0.012662776,0.032063999,-0.019845844,-0.167688724
31,47,-0.012522652,0.011890185,0.029220383,-0.018859607,-0.155934554
31,48,-0.011403814,0.011156499,0.026625372,-0.017896828,-0.145440876
31,49,-0.010384279,0.010460743,0.024260273,-0.016959314,-0.135557656
31,50,-0.009455282,0.009801839,0.022103245,-0.016050643,-0.126314231
31,51,-0.008608837,0.009178607,0.020137317,-0.015172185,-0.11763859
31,52,-0.007837651,0.008589803,0.018344858,-0.014325877,-0.109527136
31,53,-0.007135073,0.00803413,0.0167112,-0.013512422,-0.101930284
31,54,-0.006495044,0.007510255,0.01522161,-0.012732817,-0.094836016
31,55,-0.005912028,0.007016834,0.013864553,-0.011986722,-0.08819119
31,56,-0.005380974,0.006552519,0.012627309,-0.011274654,-0.081997429
31,57,-0.004897287,0.006115963,0.011499834,-0.010596055,-0.076208036
31,58,-0.004456768,0.005705838,0.010472348,-0.0099505,-0.070806651
31,59,-0.004055591,0.005320839,0.009536048,-0.009337334,-0.065768081
31,60,-0.003690264,0.004959687,0.008682953,-0.008755742,-0.06106943
31,61,-0.003357608,0.004621139,0.007905513,-0.008204943,-0.056692936
31,62,-0.003054724,0.004303985,0.0071971,-0.007683936,-0.052615013
31,63,-0.002778959,0.004007062,0.006552244,-0.007191373,-0.04880959
31,64,-0.002527899,0.003729247,0.005964334,-0.0067267,-0.045279702
31,65,-0.002299353,0.003469454,0.005428916,-0.006288504,-0.041987558
31,66,-0.002091314,0.003226646,0.004941215,-0.005875738,-0.038926746
31,67,-0.001901955,0.002999832,0.004497018,-0.005487273,-0.036080306
31,68,-0.00172961,0.002788063,0.004092471,-0.005121993,-0.033434251
31,69,-0.001572761,0.002590436,0.003724057,-0.004778795,-0.03097527
31,70,-0.001430025,0.002406091,0.00338857,-0.00445659,-0.028690831
31,71,-0.001300142,0.00223421,0.003083087,-0.004154317,-0.026569179
31,72,-0.001181961,0.00207402,0.002804942,-0.003870937,-0.024599286
31,73,-0.001074437,0.001924786,0.002551706,-0.003605446,-0.022770808
31,74,-0.000976615,0.001785813,0.002321182,-0.003356862,-0.021073827
31,75,-0.000887626,0.001656445,0.002111284,-0.003124278,-0.019500317
31,76,-0.00080668,0.001536061,0.001920255,-0.00290675,-0.018039926
31,77,-0.000733058,0.001424075,0.001746166,-0.002703539,-0.016688893
31,78,-0.000666097,0.00131994,0.001588242,-0.002513438,-0.015427186
31,79,-0.000605196,0.001223139,0.001444116,-0.00233614,-0.014269538
31,80,-0.000549817,0.001133181,0.001313053,-0.002170625,-0.013190595
31,81,-0.000499461,0.001049608,0.001193782,-0.002016231,-0.012192397
31,82,-0.000453677,0.000971991,0.001085258,-0.001872268,-0.011267753
31,83,-0.000412052,0.000899925,0.000986522,-0.001738089,-0.010411542
31,84,-0.000374212,0.000833033,0.000896696,-0.001613081,-0.009618878
31,85,-0.000339816,0.00077096,0.000814982,-0.001496662,-0.008885185
31,86,-0.000308552,0.000713375,0.000740654,-0.001388284,-0.008206212
31,87,-0.000280138,0.000659965,0.000673048,-0.001287429,-0.007577997
31,88,-0.000254316,0.000610442,0.000611561,-0.001193607,-0.006996855
31,89,-0.000230852,0.000564533,0.000555644,-0.001106357,-0.006459356
31,90,-0.000209531,0.000521985,0.000504796,-0.001025247,-0.005962314
31,91,-0.000190161,0.00048256,0.00045856,-0.000949869,-0.005502762
31,92,-0.000172564,0.000446038,0.000416523,-0.000879838,-0.005077946
31,93,-0.000156578,0.000412211,0.000378304,-0.000814796,-0.004685305
31,94,-0.000142059,0.000380889,0.000343561,-0.000754404,-0.004322463
31,95,-0.000128872,0.000351891,0.00031198,-0.000698345,-0.003987212
31,96,-0.000116897,0.00032505,0.000283275,-0.000646324,-0.003677501
31,97,-0.000106022,0.000300212,0.000257187,-0.000598061,-0.00339143
31,98,-9.61E-05,0.00027723,0.000233479,-0.000553298,-0.003127233
31,99,-8.72E-05,0.00025597,0.000211936,-0.00051179,-0.002883274
31,100,-7.90E-05,0.000236306,0.000192361,-0.00047331,-0.002658036
32,0,-0.33919598,0,0,0,-2.000000007
32,1,-0.342400163,-0.001603138,-0.160418009,-0.080313619,-2.000000007
32,2,-0.352062902,-0.006450235,-0.323346885,-0.162513566,-1.999999997
32,3,-0.368334767,-0.014654613,-0.491290855,-0.248494866,-1.999999963
32,4,-0.390960188,-0.026152542,-0.641409315,-0.327489504,-1.683976976
32,5,-0.413887897,-0.038007313,-0.506561052,-0.266433719,1.999999992
32,6,-0.431599541,-0.047552636,-0.380312994,-0.211794667,2.000000002
32,7,-0.444404763,-0.055019206,-0.260965488,-0.162290192,2.000000004
32,8,-0.452547487,-0.060588378,-0.146932298,-0.116733922,2.000000004
32,9,-0.456210323,-0.06439576,-0.036731163,-0.074022299,2.000000003
32,10,-0.455518332,-0.066534168,0.071037396,-0.033115727,2.000000001
32,11,-0.450541801,-0.067055753,0.177717262,0.006983136,1.999999998
32,12,-0.441297879,-0.065973238,0.28462673,0.047252338,2.00000001
32,13,-0.427750976,-0.063260218,0.393089527,0.088674011,1.999999984
32,14,-0.409811931,-0.058850534,0.50446563,0.132257682,1.999999972
32,15,-0.387335966,-0.052636718,0.620180547,0.179062909,1.999999949
32,16,-0.360119535,-0.044467566,0.741750875,0.230220238,1.999999907
32,17,-0.327896291,-0.034144935,0.870802211,0.286948433,1.999999808
32,18,-0.290332591,-0.021419984,1.009072432,0.350564289,1.999999471
32,19,-0.248343906,-0.006649888,1.092263474,0.389376395,1.175468972
32,20,-0.207879646,0.007305222,0.932733816,0.309728729,-1.999997932
32,21,-0.17359682,0.018225087,0.782843623,0.237342185,-1.999998448
32,22,-0.145151572,0.026367869,0.640508707,0.170610842,-1.999998238
32,23,-0.122282834,0.031928591,0.503680534,0.107985386,-1.999997421
32,24,-0.10481038,0.035041473,0.370365976,0.047973778,-1.999995
32,25,-0.092632704,0.035781982,0.238619377,-0.010872894,-1.999984407
32,26,-0.085725208,0.034168297,0.10653625,-0.069974179,-1.999747195
32,27,-0.079958036,0.032252746,0.18157907,-0.025987391,0.616132871
32,28,-0.07298651,0.031192674,0.166858506,-0.027120277,-0.495360709
32,29,-0.066537849,0.030116047,0.155433741,-0.026816733,-0.443554251
32,30,-0.060599628,0.029020618,0.141333909,-0.028062292,-0.466448603
32,31,-0.055193603,0.0278869,0.128818949,-0.028734925,-0.435647124
32,32,-0.050268338,0.02673171,0.117293144,-0.029137997,-0.412025975
32,33,-0.045783208,0.02556629,0.10681087,-0.029247423,-0.387571351
32,34,-0.041700274,0.02440046,0.097183229,-0.029158574,-0.365435122
32,35,-0.037982674,0.023243499,0.088545393,-0.028803071,-0.341649002
32,36,-0.034595573,0.022103742,0.080660482,-0.028296664,-0.320961127
32,37,-0.031509677,0.020986891,0.07348813,-0.027655565,-0.300977029
32,38,-0.028693057,0.019900145,0.067200633,-0.026788488,-0.279095696
32,39,-0.026132097,0.018841777,0.060708775,-0.026233828,-0.271145285
32,40,-0.023806812,0.017813475,0.055420879,-0.025282278,-0.24584133
32,41,-0.021685903,0.016822818,0.050494842,-0.02434789,-0.231417469
32,42,-0.019753166,0.015870132,0.046017295,-0.023379965,-0.216279248
32,43,-0.017991761,0.01495636,0.04193329,-0.02239841,-0.202205978
32,44,-0.016386582,0.014081883,0.03821113,-0.02141139,-0.188912875
32,45,-0.014923906,0.013246697,0.034813267,-0.020429957,-0.176475002
32,46,-0.013591807,0.012450211,0.031687373,-0.019472606,-0.165074416
32,47,-0.012378427,0.011692101,0.028882318,-0.018507362,-0.153439587
32,48,-0.011272574,0.010972014,0.02631599,-0.017567757,-0.143207115
32,49,-0.010264883,0.01028898,0.02397909,-0.016651078,-0.133458887
32,50,-0.009346662,0.009641983,0.021847208,-0.015762354,-0.124374334
32,51,-0.008510029,0.009029885,0.019904209,-0.014902692,-0.115839338
32,52,-0.007747773,0.008451488,0.018132814,-0.014073998,-0.107856741
32,53,-0.007053329,0.007905534,0.016517875,-0.013277357,-0.100387874
32,54,-0.006420704,0.007390733,0.015045891,-0.01251328,-0.093399626
32,55,-0.005844424,0.006905782,0.013704563,-0.01178193,-0.086864239
32,56,-0.005319502,0.006449368,0.012481731,-0.01108366,-0.080767181
32,57,-0.004841395,0.006020178,0.011367367,-0.010418014,-0.07506891
32,58,-0.004405954,0.005616918,0.01035182,-0.009784601,-0.069751909
32,59,-0.004009398,0.005238314,0.009426392,-0.00918281,-0.064791687
32,60,-0.003648275,0.004883119,0.008583196,-0.008611868,-0.060165756
32,61,-0.003319443,0.004550116,0.00781477,-0.008071035,-0.055856697
32,62,-0.003020038,0.004238122,0.007114575,-0.007559341,-0.051841209
