initial position index,timestep,posD,thetaD,dposD,dthetaD,FD
1,45,-0.011936841,0.022076356,0.028372428,-0.041579476,-0.259918458
1,46,-0.01084899,0.020474149,0.025810638,-0.038688089,-0.24053529
1,47,-0.009859627,0.01898345,0.023462519,-0.03599315,-0.222720284
1,48,-0.008960383,0.017596741,0.021318271,-0.033478428,-0.206080284
1,49,-0.008142657,0.016307435,0.019399305,-0.031113484,-0.190156085
1,50,-0.007398692,0.015109287,0.017642103,-0.028911567,-0.175949058
1,51,-0.00672204,0.013996115,0.016044745,-0.026856371,-0.16262728
1,52,-0.006106641,0.01296221,0.01458983,-0.024940487,-0.150326722
1,53,-0.005547025,0.012002187,0.013265248,-0.023154954,-0.138927103
1,54,-0.005038186,0.011111014,0.012059979,-0.021491285,-0.128363981
1,55,-0.004575568,0.01028397,0.010962589,-0.019942157,-0.118594935
1,56,-0.004155011,0.009516643,0.009964733,-0.018499598,-0.109536702
1,57,-0.003772724,0.008804904,0.009056383,-0.017157316,-0.101168604
1,58,-0.003425264,0.008144885,0.008230134,-0.01590849,-0.093418758
1,59,-0.003109487,0.007532977,0.007478541,-0.014747055,-0.086251074
1,60,-0.002822531,0.006965806,0.006794922,-0.013667245,-0.079621843
1,61,-0.00256179,0.006440222,0.006173259,-0.012663606,-0.073490844
1,62,-0.002324893,0.005953284,0.005607789,-0.011731152,-0.067825099
1,63,-0.002109684,0.005502246,0.005093525,-0.010865066,-0.062587007
1,64,-0.001914189,0.005084555,0.004626474,-0.010060556,-0.057738219
1,65,-0.001736618,0.004697826,0.00420142,-0.009313922,-0.053269847
1,66,-0.001575348,0.004339833,0.00381515,-0.008620918,-0.049134232
1,67,-0.001428896,0.004008507,0.003464043,-0.007977922,-0.04531547
1,68,-0.001295912,0.003701922,0.003144938,-0.007381473,-0.041788207
1,69,-0.001175171,0.003418283,0.002854944,-0.006828341,-0.038530835
1,70,-0.001065556,0.003155922,0.002591429,-0.006315506,-0.035523162
1,71,-0.000966051,0.002913286,0.002351996,-0.005840145,-0.03274644
1,72,-0.000875734,0.002688932,0.002134465,-0.005399622,-0.030183301
1,73,-0.000793764,0.002481518,0.00193685,-0.004991477,-0.027817644
1,74,-0.000719378,0.002289797,0.001757344,-0.004613411,-0.025634553
1,75,-0.00065188,0.002112612,0.001594321,-0.004263276,-0.023619984
1,76,-0.00059064,0.001948886,0.001446222,-0.003939106,-0.021762154
1,77,-0.000535083,0.001797621,0.001311765,-0.003638999,-0.020047409
1,78,-0.000484692,0.001657889,0.001189477,-0.003361339,-0.018468704
1,79,-0.000438986,0.001528833,0.001078931,-0.003104164,-0.01700422
1,80,-0.000397531,0.001409656,0.000978201,-0.002866419,-0.015664572
1,81,-0.000359941,0.001299614,0.00088685,-0.002646459,-0.014423616
1,82,-0.000325859,0.001198024,0.000803925,-0.002443037,-0.013280788
1,83,-0.000294962,0.001104249,0.000728665,-0.002254937,-0.012227212
1,84,-0.000266954,0.0010177,0.000660369,-0.002081036,-0.011256135
1,85,-0.000241569,0.00093783,0.0005984,-0.001920288,-0.010361211
1,86,-0.000218565,0.000864135,0.000542176,-0.001771725,-0.009536553
1,87,-0.000197719,0.000796145,0.000491172,-0.001634444,-0.008776726
1,88,-0.000178834,0.000733428,0.000444906,-0.001507608,-0.008076709
1,89,-0.000161725,0.00067558,0.000402944,-0.001390442,-0.007431862
1,90,-0.000146228,0.000622232,0.00036489,-0.001282225,-0.006837897
1,91,-0.000132194,0.000573038,0.000330383,-0.001182288,-0.006290856
1,92,-0.000119485,0.000527682,0.000299097,-0.001090011,-0.005787082
1,93,-0.000107979,0.000485867,0.000270734,-0.001004819,-0.0053232
1,94,-9.76E-05,0.000447323,0.000245024,-0.00092618,-0.004896091
1,95,-8.81E-05,0.000411797,0.000221722,-0.000853599,-0.004502879
1,96,-7.96E-05,0.000379057,0.000200605,-0.000786618,-0.004140907
1,97,-7.19E-05,0.000348888,0.000181471,-0.000724815,-0.003807726
1,98,-6.49E-05,0.00032109,0.000164135,-0.000667795,-0.003501073
1,99,-5.86E-05,0.000295481,0.00014843,-0.000615196,-0.003218861
1,100,-5.29E-05,0.00027189,0.000134206,-0.000566681,-0.002959167
2,0,-0.489949749,0,0,0,-2.000000016
2,1,-0.493153932,-0.001603138,-0.16041801,-0.080313619,-2.000000016
2,2,-0.502816671,-0.006450235,-0.323346887,-0.162513567,-2.000000013
2,3,-0.519088536,-0.014654613,-0.491290861,-0.248494869,-2.000000008
2,4,-0.542219732,-0.026405551,-0.666719552,-0.340158322,-1.99999999
2,5,-0.567174787,-0.039276306,-0.582720937,-0.304647394,1.368583744
2,6,-0.587958178,-0.050369918,-0.457945186,-0.251149154,2.000000013
2,7,-0.603918986,-0.059449108,-0.341328791,-0.203728223,2.000000016
2,8,-0.615352995,-0.066733994,-0.231364676,-0.161254167,2.000000016
2,9,-0.622498351,-0.072401597,-0.126676422,-0.1227005,2.000000016
2,10,-0.625540527,-0.076589718,-0.026003805,-0.087130008,2.000000016
2,11,-0.624616564,-0.07940016,0.071818682,-0.053676828,2.000000016
2,12,-0.619818366,-0.080901199,0.167886492,-0.021527271,2.000000015
2,13,-0.611194991,-0.081129285,0.26325091,0.01009967,2.000000014
2,14,-0.59875389,-0.080089953,0.358945315,0.041971794,2.000000018
2,15,-0.582461099,-0.07775797,0.456011503,0.074863101,2.000000012
2,16,-0.562240378,-0.074076693,0.55552598,0.109573246,2.000000009
2,17,-0.537971295,-0.068956656,0.658626052,0.146947034,2.000000006
2,18,-0.509486285,-0.062273374,0.766535082,0.187893784,2.000000001
2,19,-0.47656674,-0.053864386,0.880585438,0.233405865,1.999999993
2,20,-0.43893827,-0.043525602,1.002236094,0.284574866,2.000000004
2,21,-0.396265455,-0.031007087,1.133079218,0.342602389,1.999999943
2,22,-0.348146711,-0.016008616,1.274825986,0.408800193,1.999999832
2,23,-0.296182257,0.000787891,1.325525731,0.432640352,0.706620617
2,24,-0.246265301,0.016566197,1.172351023,0.357808232,-1.999999344
2,25,-0.202245021,0.029524771,1.030376285,0.291405058,-1.99999987
2,26,-0.163711064,0.039971425,0.897726291,0.231975838,-1.999999892
2,27,-0.130326812,0.048157415,0.772598009,0.178150862,-1.999999666
2,28,-0.101825776,0.054281065,0.653290133,0.128652894,-1.999999614
2,29,-0.078007453,0.058491334,0.538202843,0.082288654,-1.999999533
2,30,-0.058733569,0.060890853,0.42582071,0.037931616,-1.999999371
2,31,-0.043925206,0.061538169,0.314686683,-0.005499631,-1.999999043
2,32,-0.03356106,0.060449083,0.203371708,-0.049065102,-1.999998292
2,33,-0.027676969,0.057597013,0.090442518,-0.093827996,-1.999998589
2,34,-0.026366689,0.052912391,-0.025568902,-0.140878435,-1.999984985
2,35,-0.029082983,0.046631347,-0.11108783,-0.173801972,-1.560371329
2,36,-0.029645105,0.041793251,0.082411449,-0.068542812,1.999720568
2,37,-0.02667131,0.039050714,0.065920311,-0.068852822,-0.602549232
2,38,-0.024208986,0.036359064,0.056845203,-0.06599309,-0.482859301
2,39,-0.022021037,0.033815699,0.052221074,-0.061424004,-0.401434145
2,40,-0.020016276,0.031446239,0.047708121,-0.057280942,-0.376048972
2,41,-0.018197697,0.029230584,0.042931764,-0.053718879,-0.356947933
2,42,-0.01655063,0.027158672,0.039151141,-0.050079777,-0.323504495
2,43,-0.015049925,0.025226812,0.035631825,-0.046702621,-0.300651727
2,44,-0.013683971,0.023425642,0.032430557,-0.043532528,-0.27840641
2,45,-0.012440743,0.021747032,0.029511393,-0.040562625,-0.257846182
2,46,-0.011309383,0.020183235,0.02685215,-0.037780722,-0.238721916
2,47,-0.010280172,0.018726829,0.024417879,-0.035182496,-0.221120177
2,48,-0.009344545,0.017370665,0.022186043,-0.032758851,-0.204814778
2,49,-0.008493658,0.016108517,0.020193123,-0.030472517,-0.189001756
2,50,-0.007719373,0.014934544,0.01836744,-0.028341445,-0.174977076
2,51,-0.007015012,0.013842868,0.016707668,-0.026349585,-0.161802644
2,52,-0.006374287,0.012828062,0.015195683,-0.024490389,-0.149633751
2,53,-0.005791526,0.011884996,0.013818901,-0.022755576,-0.138349572
2,54,-0.005261533,0.011008861,0.012565947,-0.021137235,-0.127886498
2,55,-0.004779584,0.010195143,0.011424946,-0.019628619,-0.118205297
2,56,-0.00434136,0.009439611,0.010387258,-0.018222222,-0.109222749
2,57,-0.003942928,0.008738301,0.009442467,-0.016912229,-0.100921028
2,58,-0.003580715,0.008087491,0.008582913,-0.0156922,-0.093228087
2,59,-0.003251457,0.007483705,0.007800875,-0.014556433,-0.086109495
2,60,-0.002952183,0.006923688,0.007089427,-0.013499488,-0.079522361
2,61,-0.002680187,0.006404395,0.006442327,-0.0125162,-0.073427288
2,62,-0.002433007,0.00592298,0.005853603,-0.011601849,-0.067792081
2,63,-0.002208404,0.005476783,0.005318074,-0.010751855,-0.062579881
2,64,-0.002004326,0.005063327,0.00483162,-0.009961617,-0.057752257
2,65,-0.001818913,0.004680294,0.004388804,-0.009227658,-0.053302207
2,66,-0.001650481,0.004325521,0.003986309,-0.008545883,-0.049181256
2,67,-0.001497486,0.003996993,0.003620374,-0.007912828,-0.045374496
2,68,-0.001358527,0.003692831,0.003287718,-0.00732517,-0.04185682
2,69,-0.001232328,0.003411285,0.002985342,-0.006779803,-0.038606956
2,70,-0.001117728,0.003150725,0.002710512,-0.006273817,-0.035604999
2,71,-0.001013671,0.002909632,0.002460742,-0.005804489,-0.032832449
2,72,-0.000919196,0.002686596,0.002233765,-0.005369273,-0.030272162
2,73,-0.00083343,0.0024803,0.002027521,-0.004965787,-0.027908233
2,74,-0.000755576,0.002289523,0.001840132,-0.004591807,-0.025725917
2,75,-0.000684913,0.002113129,0.001669908,-0.004245247,-0.023711317
2,76,-0.000620783,0.001950061,0.001515229,-0.003924198,-0.021852797
2,77,-0.000562588,0.001799337,0.001374763,-0.00362681,-0.020136792
2,78,-0.000509788,0.001660044,0.001246981,-0.003351517,-0.018556454
2,79,-0.000461882,0.001531339,0.00113143,-0.003096384,-0.017089697
2,80,-0.00041842,0.001412437,0.001026119,-0.00286041,-0.015747837
2,81,-0.000378998,0.001302606,0.000930587,-0.002641974,-0.014504249
2,82,-0.000343243,0.001201168,0.000843843,-0.002439858,-0.01335866
2,83,-0.000310819,0.001107498,0.000765096,-0.002252874,-0.012302196
2,84,-0.000281418,0.001021012,0.000693616,-0.002079921,-0.01132815
2,85,-0.000254761,0.000941171,0.000628739,-0.001919974,-0.010430214
2,86,-0.000230596,0.000867475,0.000569861,-0.001772082,-0.009602526
2,87,-0.000208692,0.00079946,0.000516433,-0.001635359,-0.00883968
2,88,-0.00018884,0.000736696,0.000467955,-0.001508984,-0.008136673
2,89,-0.000170849,0.000678787,0.000423973,-0.001392193,-0.007488883
2,90,-0.000154548,0.000625362,0.000384075,-0.001284275,-0.006892038
2,91,-0.00013978,0.000576082,0.000347885,-0.001184574,-0.006342188
2,92,-0.000126402,0.000530631,0.000315062,-0.001092477,-0.005835688
2,93,-0.000114285,0.000488715,0.000285297,-0.001007418,-0.005369166
2,94,-0.000103311,0.000450065,0.000258307,-0.00092887,-0.004939512
2,95,-9.34E-05,0.000414431,0.000233838,-0.000856345,-0.004543851
2,96,-8.44E-05,0.000381581,0.000211655,-0.000789392,-0.004179529
2,97,-7.62E-05,0.000351301,0.000191548,-0.00072759,-0.003844098
2,98,-6.89E-05,0.000323393,0.000173324,-0.000670552,-0.003535296
2,99,-6.22E-05,0.000297674,0.00015681,-0.000617916,-0.003251034
2,100,-5.62E-05,0.000273975,0.000141847,-0.000569351,-0.002989389
3,0,-0.484924623,0,0,0,-2.000000016
3,1,-0.488128806,-0.001603138,-0.16041801,-0.080313619,-2.000000016
3,2,-0.497791545,-0.006450235,-0.323346888,-0.162513567,-2.000000018
3,3,-0.51406341,-0.014654613,-0.491290862,-0.24849487,-2.000000015
3,4,-0.537194606,-0.026405551,-0.666719553,-0.340158323,-1.999999989
3,5,-0.56211444,-0.039258693,-0.58095867,-0.303765587,1.390622942
3,6,-0.582826947,-0.050316719,-0.456158553,-0.25024815,2.000000013
3,7,-0.598715327,-0.059359128,-0.339489146,-0.202786526,2.000000018
3,8,-0.61007419,-0.066605158,-0.229441784,-0.160249169,2.000000016
3,9,-0.61714043,-0.072230895,-0.124637888,-0.121608021,2.000000019
3,10,-0.62009817,-0.076373133,-0.023814344,-0.085923738,2.000000019
3,11,-0.619082967,-0.079132569,0.074198109,-0.052327683,2.000000016
3,12,-0.614185072,-0.080576249,0.170499672,-0.020002658,2.000000018
3,13,-0.605451678,-0.080739234,0.26614752,0.011836685,2.000000014
3,14,-0.59288811,-0.079625481,0.362182201,0.043963429,2.000000017
3,15,-0.576457965,-0.077207942,0.459654111,0.077157923,2.000000011
3,16,-0.556082184,-0.073427888,0.559649938,0.112227345,2.000000016
3,17,-0.531637079,-0.068193436,0.663318833,0.150025306,2.000000006
3,18,-0.502951323,-0.061377308,0.771897655,0.191471264,2
3,19,-0.469801975,-0.052813817,0.886733667,0.237568986,1.999999992
3,20,-0.431909698,-0.042295171,1.009301459,0.289422422,1.999999975
3,21,-0.388933509,-0.029567229,1.141208115,0.348245809,1.999999939
3,22,-0.340465719,-0.014325071,1.284176336,0.415362411,1.999999822
3,23,-0.28876383,0.002422403,1.303035731,0.423618852,0.29233671
3,24,-0.239723177,0.017857467,1.150988645,0.349637989,-1.999999241
3,25,-0.196538596,0.030503312,1.009915908,0.283909733,-1.999999594
3,26,-0.158808765,0.040660786,0.877943187,0.224984061,-1.999999665
3,27,-0.12620596,0.048574414,0.75327262,0.171497448,-1.999999667
3,28,-0.09847236,0.054436023,0.634208272,0.122177874,-1.999999625
3,29,-0.075415959,0.058388242,0.519153417,0.075834975,-1.999999531
3,30,-0.056906925,0.060527425,0.406592024,0.03134209,-1.999999777
3,31,-0.042874891,0.060905775,0.295062022,-0.012385777,-1.999999643
3,32,-0.033307404,0.059532527,0.183124492,-0.056415939,-1.999998125
3,33,-0.028249647,0.056374165,0.069331091,-0.101822835,-1.999998378
3,34,-0.027805442,0.051353654,-0.047806823,-0.149712017,-1.999993249
3,35,-0.030234351,0.045300742,-0.074427418,-0.153526221,-0.805568953
3,36,-0.029970142,0.040949664,0.087115095,-0.064428924,1.608155041
3,37,-0.027022,0.038261699,0.059939556,-0.070233633,-0.728716819
3,38,-0.024637616,0.035592288,0.058932821,-0.063497651,-0.373992225
3,39,-0.022395311,0.033131285,0.052861674,-0.059793414,-0.412509811
3,40,-0.020361637,0.030826092,0.048521504,-0.055691935,-0.367512512
3,41,-0.018513481,0.028670166,0.043604957,-0.052315618,-0.352938424
3,42,-0.016840101,0.02665195,0.039800587,-0.048792982,-0.318587127
3,43,-0.015314787,0.024768955,0.036219168,-0.0455414,-0.296714356
3,44,-0.01392644,0.023011946,0.032968541,-0.042481398,-0.274762505
3,45,-0.012662715,0.021373302,0.030003483,-0.039611611,-0.254569046
3,46,-0.011512602,0.019845661,0.027302398,-0.036920338,-0.235765426
3,47,-0.010466244,0.018421959,0.024829253,-0.034404512,-0.218462683
3,48,-0.009514914,0.017095382,0.022563673,-0.032054596,-0.20239728
3,49,-0.008649633,0.015860004,0.020538683,-0.029835633,-0.186838734
3,50,-0.007862172,0.01471024,0.018683834,-0.027765483,-0.173026911
3,51,-0.007145747,0.013640456,0.016997355,-0.025828799,-0.16004715
3,52,-0.006493976,0.012645444,0.015460934,-0.024019557,-0.148053742
3,53,-0.005901098,0.011720271,0.01406179,-0.022329967,-0.136928012
3,54,-0.005361842,0.01086031,0.012788361,-0.020752568,-0.126608073
3,55,-0.004871409,0.010061209,0.011628614,-0.019281011,-0.117055949
3,56,-0.004425416,0.009318885,0.010573756,-0.017908159,-0.108189905
3,57,-0.00401987,0.008629506,0.009613244,-0.016628521,-0.099993163
3,58,-0.003651142,0.007989475,0.008739291,-0.015435961,-0.092394903
3,59,-0.003315918,0.007395422,0.007944064,-0.014325048,-0.085361622
3,60,-0.003011181,0.006844193,0.007220536,-0.013290587,-0.078851345
3,61,-0.002734183,0.006332834,0.006562371,-0.012327637,-0.072825487
3,62,-0.002482422,0.00585858,0.005963513,-0.011431677,-0.067252595
3,63,-0.002253626,0.005418844,0.005418701,-0.010598316,-0.062096481
3,64,-0.002045708,0.005011217,0.004923745,-0.009823114,-0.057319311
3,65,-0.00185678,0.004633443,0.004473142,-0.009102748,-0.052914647
3,66,-0.00168513,0.004283411,0.004063514,-0.008433259,-0.048834499
3,67,-0.001529188,0.003959157,0.003691046,-0.007811306,-0.045064411
3,68,-0.001387532,0.003658848,0.003352408,-0.007233678,-0.041579685
3,69,-0.001258864,0.003380773,0.003044553,-0.006697371,-0.038359413
3,70,-0.001142004,0.003123341,0.002764706,-0.006199567,-0.035384021
3,71,-0.001035878,0.002885065,0.002510341,-0.005737628,-0.032635313
3,72,-0.00093951,0.002664565,0.002279158,-0.005309082,-0.030096413
3,73,-0.000852011,0.002460552,0.002069062,-0.004911617,-0.02775166
